kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_steff,koi_srad,koi_slogg,koi_kepmag
"K03234.01","CONFIRMED",2.41810158,2.144,46.8,0.016,0.85,6258.00,1.2390,4.307,12.278
"K03237.01","CONFIRMED",33.4203001,5.307,436.6,0.789,2.46,5731.00,1.0660,4.372,12.325
"K03238.01","FALSE POSITIVE",58.3437362,22.482,1266.8,1.246,93.55,5896.00,3.0060,3.650,12.330
"K03239.01","FALSE POSITIVE",1.070982122,1.255,43.4,0.563,0.98,5717.00,1.4330,4.109,12.334
"K03314.01","FALSE POSITIVE",23.81578356,3.7591,4856.7,0.958,8.4,5561.00,0.8180,4.572,16.029
"K03315.01","CONFIRMED",31.1748311,3.79,200.2,0.016,1.31,6086.00,0.9210,4.511,13.926
"K07726.01","FALSE POSITIVE",0.474811162,1.169,205.2,0.44,1.28,5799.00,0.8780,4.539,15.733
"K03316.01","CONFIRMED",47.0568476,5.2232,1531.2,0.027,2.84,5288.00,0.7400,4.613,15.549
"K04781.01","FALSE POSITIVE",367.73299,10.158,503.9,0.0064,2.1,6225.00,0.9310,4.481,14.892
"K04783.01","FALSE POSITIVE",0.743495989,2.255,172.8,1.144,11.82,5345.00,0.6860,4.639,15.222
"K04784.01","FALSE POSITIVE",1.405887031,1.184,216,0.364,0.95,4440.00,0.6530,4.618,15.643
"K04855.01","FALSE POSITIVE",1.45728997,3.582,71.3,0.749,0.93,6063.00,1.0120,4.476,14.561
"K03240.01","FALSE POSITIVE",1.245331397,2.566,38.1,0.649,1.61,6106.00,2.4770,3.781,12.341
"K07714.01","FALSE POSITIVE",1.52593737,1.958,159.1,0.681,1.39,6184.00,1.0380,4.448,14.943
"K03241.01","FALSE POSITIVE",8.21429932,3.099,70.7,0.667,1.66,6277.00,1.8690,3.951,12.344
"K03242.01","FALSE POSITIVE",1.54945486,6.698,21.8,0.228,1.34,7382.00,2.8040,3.838,12.374
"K03243.01","FALSE POSITIVE",8.42943991,2.441,89.1,0.82,1.19,6353.00,1.1320,4.375,12.385
"K03245.01","CONFIRMED",10.60052083,4.509,60.9,0.729,1.09,6035.00,1.3030,4.212,12.405
"K03324.01","CONFIRMED",21.8634638,3.542,871,0.502,2.37,5383.00,0.7890,4.587,15.965
"K03325.01","FALSE POSITIVE",86.4392931,6.534,1175.1,1.28,35.31,6208.00,1.0240,4.454,14.329
"K01422.04","CONFIRMED",63.3354719,3.651,983,0.029,1.18,3526.00,0.3830,4.866,15.921
"K03326.01","FALSE POSITIVE",14.77820911,5.395,10774,1.258,44.48,6258.00,1.0460,4.442,15.696
"K03327.01","FALSE POSITIVE",15.60862948,6.6957,34356,1.171,39.42,5569.00,0.8290,4.566,15.466
"K04785.01","FALSE POSITIVE",389.14115,7.93,347.4,0.0973,1.67,6043.00,0.8940,4.505,14.534
"K04786.01","FALSE POSITIVE",365.78863,12.76,885,0.1564,2.21,5407.00,0.7520,4.585,15.964
"K04787.01","FALSE POSITIVE",2.4826619,2.115,37,0.731,0.8,6356.00,1.2250,4.292,13.505
"K04788.01","FALSE POSITIVE",2.17811908,1.468,74,0.3437,0.8,6039.00,0.9210,4.505,14.555
"K04789.01","FALSE POSITIVE",1.11205787,1.459,118.7,0.008,1.02,6098.00,0.9320,4.488,14.935
"K04858.01","FALSE POSITIVE",224.447413,4.986,651,0.4162,2.05,5489.00,0.7980,4.574,15.618
"K04860.01","FALSE POSITIVE",21.8660922,2.03,301.6,0.057,1.88,6309.00,1.0770,4.402,15.019
"K03217.01","FALSE POSITIVE",5.09506,5.73,23.6,0.691,2.14,6700.00,4.1460,3.480,12.062
"K03246.01","CONFIRMED",0.689967868,1.1688,122.9,0.119,0.78,4872.00,0.7260,4.615,12.411
"K03247.01","FALSE POSITIVE",1.89132292,5.607,16,0.709,0.9,8482.00,2.1060,4.089,12.417
"K03249.01","FALSE POSITIVE",0.918420801,3.533,56.7,0.656,1.14,6210.00,1.4340,4.166,12.434
"K03250.01","FALSE POSITIVE",0.573709256,1.4932,131.2,0.69,7.05,5261.00,5.7690,3.130,12.436
"K03318.01","CONFIRMED",13.8353959,4.961,818,0.94,3.78,6020.00,1.0570,4.403,15.842
"K07720.01","FALSE POSITIVE",46.9434911,1.368,100.7,0.213,1.57,6253.00,1.5500,4.102,13.098
"K03319.01","CONFIRMED",19.5906103,6.745,297,0.529,2.64,5794.00,1.4960,4.118,15.024
"K03319.02","CONFIRMED",8.23983041,5.619,251,0.012,2.35,5794.00,1.4960,4.118,15.024
"K04791.01","FALSE POSITIVE",427.65334,11.17,157.1,0.4355,1.97,5325.00,1.5650,4.004,13.776
"K00806.05","FALSE POSITIVE",412.041857,5.572,1959,0.1068,3.77,5485.00,0.8670,4.556,15.403
"K04863.01","FALSE POSITIVE",0.9628348,2.259,92.8,0.309,0.81,5559.00,0.8380,4.554,15.466
"K04865.01","FALSE POSITIVE",1.57017249,2.257,158.4,0.085,0.82,5300.00,0.6600,4.660,15.981
"K04866.01","FALSE POSITIVE",0.566798364,3.172,38.6,0.487,0.66,5864.00,1.0400,4.411,14.895
"K03252.01","FALSE POSITIVE",3.22452656,5.156,57.5,0.0995,24.48,3857.00,34.6740,1.338,12.474
"K03253.01","FALSE POSITIVE",1.89127438,4.491,32.3,0.514,2.03,7919.00,3.4600,3.663,12.481
"K03254.01","FALSE POSITIVE",1.33256944,3.89,20.6,0.456,0.46,5655.00,0.9980,4.431,12.496
"K03255.01","CONFIRMED",66.6504521,5.744,536.9,0.433,1.56,4550.00,0.6790,4.627,14.352
"K03256.01","FALSE POSITIVE",55.7002642,4.285,332.7,0.2976,1.18,4267.00,0.6700,4.608,14.807
"K03319.03","CONFIRMED",3.54553077,4.143,119.2,0.143,1.62,5794.00,1.4960,4.118,15.024
"K03321.01","FALSE POSITIVE",10.882416555,5.4674,16629.5,1.199,29.69,4946.00,0.7150,4.570,14.874
"K03322.01","FALSE POSITIVE",25.19830439,5.1942,73834.2,1.069,46.14,5955.00,0.8830,4.534,15.940
"K07721.01","FALSE POSITIVE",0.50727675,2.32,214.7,0.429,1.7,5970.00,1.1430,4.399,13.639
"K04795.01","FALSE POSITIVE",1.316398648,1.169,182.5,0.392,1.09,5088.00,0.8060,4.508,15.797
"K04796.01","FALSE POSITIVE",419.4596,13.53,131.8,0.0167,2.1,5248.00,1.8690,3.886,13.846
"K04867.01","FALSE POSITIVE",14.2005007,5.232,80.6,1.106,13.28,6332.00,1.0650,4.406,13.594
"K04868.01","FALSE POSITIVE",1.318347743,0.871,113.2,0.427,1.23,6143.00,1.1210,4.351,14.942
"K04869.01","FALSE POSITIVE",5.5834987,2.484,87.4,0.7862,1.41,6517.00,1.3750,4.241,13.663
"K04870.01","FALSE POSITIVE",1.12401084,3.052,43.6,0.297,0.61,5941.00,0.9110,4.519,14.665
"K03218.01","FALSE POSITIVE",1.21374652,3.371,28.9,0.57,0.59,6238.00,1.0490,4.407,12.107
"K01151.03","CONFIRMED",5.24970432,2.746,61.9,0.248,0.67,5528.00,0.8530,4.499,13.404
"K03257.01","FALSE POSITIVE",45.4333769,6.351,905.8,0.959,2.23,4371.00,0.5590,4.712,15.773
"K03260.01","CONFIRMED",56.6746666,5.516,883.1,0.626,4.01,5541.00,1.2950,4.189,14.682
"K03328.01","FALSE POSITIVE",63.9005941,8.2789,17097,1.194,25.91,5204.00,0.6340,4.630,15.426
"K03330.01","CONFIRMED",16.2951259,3.678,197.9,0.494,1.15,4915.00,0.8120,4.512,15.061
"K03331.01","FALSE POSITIVE",18.173045009,10.9113,69911.3,0.674,24.39,5799.00,0.8600,4.548,15.927
"K03332.01","FALSE POSITIVE",14.12678065,5.9303,7647.4,1.254,31.13,5656.00,0.7840,4.583,15.910
"K04798.01","FALSE POSITIVE",358.56462,11.64,170.2,0.4108,0.99,5375.00,0.7520,4.531,13.542
"K07722.01","FALSE POSITIVE",1.337561836,1.575,41,0.055,1.11,6406.00,1.7150,4.056,14.217
"K04800.01","FALSE POSITIVE",2.23755641,2.089,101.1,0.182,0.93,6026.00,0.9240,4.505,15.578
"K04872.01","FALSE POSITIVE",1.035268597,0.5663,112.2,0.3845,1.34,6332.00,1.2050,4.311,13.866
"K04873.01","FALSE POSITIVE",359.3259,9.836,246.2,0.2279,3.6,6570.00,2.2700,3.902,13.274
"K04874.01","FALSE POSITIVE",0.566805268,3.721,35.7,0.069,0.65,6403.00,1.0860,4.418,15.061
"K03261.01","CONFIRMED",12.27057043,3.002,295.5,0.026,1.67,6075.00,0.9690,4.486,14.411
"K03262.01","CONFIRMED",13.2274753,6.356,229.8,0.803,1.94,6269.00,1.1550,4.405,15.050
"K07707.01","FALSE POSITIVE",0.559517155,0.596,57.9,0.328,1.04,6462.00,1.3090,4.266,13.741
"K03265.01","FALSE POSITIVE",29.47316279,6.4327,12568.5,1.362,48.98,5838.00,0.8970,4.529,15.957
"K04732.01","FALSE POSITIVE",0.580725004,2.071,105.2,0.137,0.85,5471.00,0.8410,4.530,15.236
"K03200.01","FALSE POSITIVE",1.94468659,18.22,455.5,1.1592,69.59,7894.00,3.5210,3.644,11.708
"K04733.01","CONFIRMED",7.28116667,2.716,333.8,0.1,1.4,5008.00,0.7880,4.572,15.993
"K04734.01","FALSE POSITIVE",383.10017,8.8,579.4,0.1365,2.18,6011.00,0.9020,4.522,15.339
"K04802.01","FALSE POSITIVE",0.605556082,1.2399,101.7,0.176,0.86,6123.00,0.8460,4.556,14.990
"K04803.01","CONFIRMED",4.36125889,2.174,189.2,0.374,1.2,5520.00,0.8730,4.544,14.951
"K04805.01","FALSE POSITIVE",1.19087362,1.785,67.5,0.393,0.73,5158.00,0.8880,4.464,15.280
"K04806.01","FALSE POSITIVE",1.06484622,3.287,42.4,0.242,0.72,6445.00,1.0870,4.417,14.772
"K04807.01","FALSE POSITIVE",0.969824139,0.783,23.1,0.332,0.49,5780.00,1.0000,4.438,11.563
"K04876.01","FALSE POSITIVE",190.60563,14.33,153.6,0.0108,1.6,6200.00,1.2870,4.214,13.431
"K04879.01","FALSE POSITIVE",8.480305,6.19,304.2,0.766,1.33,4895.00,0.6960,4.631,15.866
"K04880.01","FALSE POSITIVE",410.11676,13.97,216.9,0.243,1.41,5587.00,0.9650,4.372,13.736
"K03266.01","CONFIRMED",54.5091549,5.125,622.2,0.94,1.94,4406.00,0.6030,4.670,15.498
"K03267.01","CONFIRMED",14.1959621,3.605,196.2,0.786,1.66,6214.00,1.0760,4.442,14.706
"K03268.01","FALSE POSITIVE",11.52482874,1.724,577.6,1.205,22.56,5592.00,0.8920,4.472,15.595
"K03269.01","FALSE POSITIVE",46.84008579,3.8198,6287.9,4.652,428.62,6006.00,1.0550,4.330,15.314
"K04736.01","FALSE POSITIVE",0.992798625,3.5065,582.5,1.219,29.26,6055.00,1.0980,4.407,15.040
"K04738.01","FALSE POSITIVE",186.72243,13.35,326.4,0.4736,1.84,6040.00,0.9990,4.469,15.085
"K04739.01","FALSE POSITIVE",118.4039,5.593,426,0.4062,3.46,6486.00,1.6400,4.091,11.426
"K04740.01","FALSE POSITIVE",182.281992,8.828,509.3,0.2425,1.67,5503.00,0.7420,4.536,15.405
"K04809.01","FALSE POSITIVE",10.0102876,5.33,127.1,0.5667,0.69,4214.00,0.6010,4.650,15.761
"K03211.01","FALSE POSITIVE",1.366964704,2.3181,59.7,0.517,0.79,5780.00,1.0000,4.438,11.948
"K04812.01","FALSE POSITIVE",0.77957913,2.457,70.4,0.183,0.71,5699.00,0.8530,4.553,15.703
"K03219.01","FALSE POSITIVE",0.544561598,1.6053,35.2,0.214,44.9,3715.00,80.5290,0.851,12.122
"K04882.01","FALSE POSITIVE",17.4453133,5.14,327.7,0.23,5.38,4927.00,3.0400,3.417,15.807
"K04884.01","FALSE POSITIVE",1.97515457,2.633,66.1,0.027,0.92,5571.00,1.1450,4.310,14.878
"K03270.01","FALSE POSITIVE",21.993112,8.616,1015.7,1.249,23.21,5205.00,0.7470,4.604,15.249
"K03271.01","CONFIRMED",19.5489666,1.78,523.8,0.83,1.89,5549.00,0.7320,4.600,15.717
"K03273.01","FALSE POSITIVE",27.6853358,4.661,1660.7,0.897,3.11,5216.00,0.6390,4.673,15.329
"K03274.01","CONFIRMED",35.6225528,4.845,651.1,0.261,2.24,5799.00,0.8780,4.539,15.332
"K04741.01","FALSE POSITIVE",7.1403113,5.891,112.1,0.786,1.18,6354.00,1.0160,4.454,14.738
"K07709.01","FALSE POSITIVE",2.69487041,2.553,62.1,0.554,0.97,5823.00,1.1870,4.283,14.464
"K04742.01","CONFIRMED",112.303136,5.869,502.1,0.248,1.3,4401.00,0.5950,4.677,14.976
"K04743.01","FALSE POSITIVE",49.5387264,2.238,740.6,1.223,20.52,5683.00,0.7470,4.605,14.940
"K04744.01","FALSE POSITIVE",3.39155966,3.87,28.4,0.182,0.49,5896.00,0.9140,4.516,13.773
"K04814.01","FALSE POSITIVE",1.33254897,3.083,591.7,0.241,32.84,4894.00,13.7770,2.445,16.072
"K04816.01","FALSE POSITIVE",18.2260472,3.664,361.1,0.378,1.85,5440.00,0.9800,4.444,15.418
"K04817.01","FALSE POSITIVE",0.630539713,1.7407,239.6,1.2,21.07,5458.00,0.8940,4.482,15.476
"K04887.01","FALSE POSITIVE",1.018347376,4.386,47.8,0.654,1.92,5858.00,2.6380,3.729,12.905
"K04888.01","FALSE POSITIVE",0.659299289,0.6908,1118.5,1.2873,30.54,5791.00,0.8520,4.524,14.499
"K03275.01","FALSE POSITIVE",37.32483952,6.9676,4989.2,1.263,30.32,5306.00,0.7900,4.550,14.727
"K03276.01","FALSE POSITIVE",25.951984,20.585,2340.2,1.266,36.8,5889.00,1.0460,4.460,15.112
"K03277.01","CONFIRMED",42.9136635,5.227,160.6,0.403,3.19,6049.00,2.4830,3.800,13.062
"K03278.01","FALSE POSITIVE",88.1804682,5.033,1138.6,0.026,2.78,5497.00,0.8390,4.570,14.710
"K04745.01","CONFIRMED",177.668663,9.298,901.4,0.772,2.32,4721.00,0.7010,4.615,15.891
"K04746.01","FALSE POSITIVE",0.98041685,0.919,105.7,0.446,0.75,4861.00,0.7220,4.572,14.484
"K04747.01","CONFIRMED",92.263742,8.605,296.9,0.273,2.22,6084.00,1.2830,4.287,15.015
"K04748.01","CONFIRMED",6.64754478,1.961,289.3,0.235,1.72,6046.00,1.0070,4.478,15.724
"K07710.01","FALSE POSITIVE",1.23517588,5.476,232.9,0.625,1.59,5780.00,1.0000,4.438,11.908
"K04819.01","FALSE POSITIVE",0.416995408,0.8928,112.6,0.089,0.84,6150.00,0.7810,4.498,14.964
"K04821.01","FALSE POSITIVE",256.52387,9.07,126.1,0.1065,1.33,6348.00,1.1800,4.323,13.585
"K03212.01","FALSE POSITIVE",3.0001191,6.61,7.7,0.635,0.73,8431.00,2.4850,3.970,11.960
"K03220.01","CONFIRMED",81.4160138,14.175,762.3,0.911,4.63,6352.00,1.4010,4.267,12.146
"K04894.01","FALSE POSITIVE",8.5900471,3.463,137,0.098,0.8,4914.00,0.7070,4.575,14.832
"K07723.01","FALSE POSITIVE",357.82544,9.12,152.5,0.636,1.7,6131.00,1.3120,4.248,12.117
"K03279.01","CONFIRMED",30.8278245,4.214,641.3,0.023,2.42,5982.00,0.9600,4.493,15.765
"K03280.01","CONFIRMED",47.1607932,4.003,723.2,0.028,2.58,5936.00,0.9650,4.501,15.570
"K03282.01","CONFIRMED",49.2768448,3.787,1132.9,0.022,1.75,3899.00,0.5290,4.713,15.855
"K03284.01","CONFIRMED",35.2330694,3.674,352.8,0.139,0.97,3749.00,0.5240,4.743,14.467
"K03285.01","FALSE POSITIVE",45.3965379,3.826,1001.6,0.085,1.97,4266.00,0.6430,4.626,15.984
"K07698.01","FALSE POSITIVE",508.807642,4.495,2127,0.016,39.59,4893.00,8.8110,2.454,15.635
"K04751.01","FALSE POSITIVE",362.69427,9.7,439.9,0.0774,3.54,5288.00,1.7190,3.898,14.730
"K04752.01","FALSE POSITIVE",370.35639,12.75,732.2,0.414,2.82,6117.00,1.0250,4.457,15.189
"K04753.01","FALSE POSITIVE",0.729724346,2.699,23,0.523,0.51,6084.00,1.0300,4.426,12.546
"K04824.01","FALSE POSITIVE",0.821472455,2.433,127.1,0.2579,0.92,4889.00,0.8360,4.503,15.758
"K04825.01","FALSE POSITIVE",1.29019586,3.741,86.5,0.044,0.78,5693.00,0.8420,4.558,15.274
"K04897.01","FALSE POSITIVE",8.48032079,5.791,170.7,0.004,0.95,5415.00,0.7280,4.556,14.879
"K04899.01","FALSE POSITIVE",227.6258,9.47,131,0.2351,1.79,6240.00,1.5490,4.103,13.607
"K03286.01","CONFIRMED",18.1373788,3.844,310.8,0.945,1.41,4257.00,0.6020,4.648,15.464
"K03287.01","CONFIRMED",51.1104797,7.712,330,0.029,1.6,5968.00,0.8810,4.534,14.060
"K03288.01","CONFIRMED",47.9869119,5.342,859.3,0.873,3.35,5641.00,0.9810,4.408,14.190
"K01192.02","FALSE POSITIVE",359.047933,16.637,5622.7,0.002,7.76,5609.00,1.0480,4.346,14.215
"K03289.01","FALSE POSITIVE",29.8042694,3.107,1046.5,1.237,24.73,5223.00,0.8270,4.488,15.945
"K07699.01","FALSE POSITIVE",1.003049079,7.9657,219273,0.568,42.5,5775.00,0.8440,4.518,15.097
"K04757.01","FALSE POSITIVE",0.933157032,2.614,87.8,1.046,7.29,6499.00,1.1690,4.378,15.013
"K04758.01","FALSE POSITIVE",37.1083458,4.112,366.5,0.612,1.71,5591.00,0.8600,4.559,15.948
"K04828.01","FALSE POSITIVE",1.02104719,6.39,246.1,1.0867,13.68,6444.00,1.2000,4.376,15.367
"K04829.02","FALSE POSITIVE",12.083457,3.536,312.5,0.1069,2.09,6422.00,1.1750,4.364,14.120
"K04830.01","FALSE POSITIVE",401.5907,14.77,115,0.1752,1.01,6170.00,0.9390,4.482,13.376
"K03221.01","FALSE POSITIVE",53.912783631,44.0504,216.7,0.984,4.25,6085.00,2.0200,3.917,12.147
"K04901.01","FALSE POSITIVE",1.23142395,2.186,19.6,0.187,0.77,6011.00,1.7300,3.971,12.976
"K04903.01","FALSE POSITIVE",386.828262,5.045,1024.9,0.953,6.54,6384.00,1.6150,4.107,13.637
"K03291.01","FALSE POSITIVE",15.8733803,7.4672,4094.1,0.919,8.15,6161.00,1.0540,4.276,13.910
"K03292.01","FALSE POSITIVE",42.3991752,7.251,484,0.965,3.23,6133.00,1.1210,4.370,13.383
"K03293.01","FALSE POSITIVE",25.95198823,14.602,5103.3,1.269,39.94,6363.00,1.0350,4.444,15.766
"K03294.01","FALSE POSITIVE",25.9522401,20.813,2896.9,1.375,42.91,5659.00,0.9040,4.528,14.691
"K03295.01","FALSE POSITIVE",14.12809896,2.326,263.1,0.046,1.6,6072.00,0.9880,4.470,14.284
"K04760.01","FALSE POSITIVE",13.6917833,4.198,145.4,0.142,1.12,5906.00,0.9310,4.433,14.565
"K04761.01","FALSE POSITIVE",25.95633,26.34,158.2,1.088,9.75,6139.00,0.8810,4.530,14.876
"K03204.01","FALSE POSITIVE",0.572937573,2.576,80.8,0.7866,1.57,7338.00,1.5930,4.225,11.825
"K03213.01","FALSE POSITIVE",14.15849823,46.356,347.3,1.204,90.09,8753.00,3.7460,3.668,11.980
"K04831.01","FALSE POSITIVE",207.471349,7.469,229.2,0.3093,1.57,5731.00,1.0330,4.359,13.749
"K04832.01","FALSE POSITIVE",12.3748247,90.01,390.9,1.185,81.01,5165.00,3.5980,3.491,13.455
"K03501.01","FALSE POSITIVE",14.541781166,9.1151,143645,22.28,2722.92,5997.00,1.1480,4.304,16.709
"K03502.01","FALSE POSITIVE",12.4261177,28.5357,1230.4,0.945,3.8,5713.00,0.8510,4.554,15.990
"K03503.01","CONFIRMED",21.1876185,3.69,71.7,0.777,0.79,6355.00,0.8490,4.547,13.827
"K03504.01","FALSE POSITIVE",12.42560404,23.9402,458.9,0.96,2.52,5713.00,0.8930,4.541,15.717
"K03505.01","FALSE POSITIVE",30.9604688,14.992,460.9,1.208,89.18,5367.00,3.5580,3.216,13.405
"K07717.01","FALSE POSITIVE",1.041619932,8.1218,1840.5,1.237,30.94,5838.00,0.9910,4.374,13.606
"K03588.01","FALSE POSITIVE",2.544594443,3.21373,348777,0.558,109.72,5503.00,1.6160,4.033,16.319
"K03589.01","FALSE POSITIVE",56.40651043,18.4332,102294,0.625,21.93,5011.00,0.6470,4.617,15.681
"K03590.01","FALSE POSITIVE",7.964400574,4.4761,190903,1.121,61.54,4478.00,0.7150,4.578,16.200
"K03591.01","FALSE POSITIVE",6.399101307,4.7439,83326,1.039,51.77,6233.00,0.9880,4.472,14.798
"K01873.02","CONFIRMED",34.9168399,7.343,500,0.026,2.39,6194.00,1.0690,4.445,15.674
"K07778.01","FALSE POSITIVE",0.56678228,4.725,146.8,0.153,0.88,4796.00,0.7490,4.560,15.530
"K03592.01","FALSE POSITIVE",8.480303653,7.48907,81427.9,0.195,22.25,5385.00,0.7870,4.565,13.183
"K03365.01","CONFIRMED",22.1270885,4.472,418.2,0.956,3.94,5312.00,1.4450,4.103,14.523
"K03366.01","FALSE POSITIVE",10.6784787,2.307,201,0.271,1.12,5459.00,0.7970,4.583,15.246
"K03369.01","FALSE POSITIVE",42.559265547,3.36626,207990,0.775,51.86,5764.00,0.8630,4.548,15.831
"K03435.01","FALSE POSITIVE",24.2157996,4.359,322.2,0.207,1.58,5659.00,0.8850,4.473,15.259
"K03436.01","CONFIRMED",44.2018402,4.949,235.6,0.348,1.14,5002.00,0.7530,4.543,13.509
"K03437.01","CONFIRMED",15.0330623,6.326,132.2,0.896,2.18,5849.00,1.6010,4.076,14.606
"K03506.01","FALSE POSITIVE",12.62530918,3.163,39413,1.151,87.2,6878.00,1.8440,4.012,12.933
"K03510.01","FALSE POSITIVE",124.93576738,7.5608,240899,0.542,49.34,5887.00,0.9410,4.477,12.338
"K01803.02","FALSE POSITIVE",12.720298433,2.4599,283.6,0.805,1.37,4914.00,0.7240,4.610,13.260
"K03511.01","FALSE POSITIVE",119.67980316,32.1928,299046,0.527,193.91,8275.00,3.2510,3.726,8.351
"K03512.01","FALSE POSITIVE",6.399107136,5.21981,376769,0.245,59.15,6133.00,0.9350,4.435,13.718
"K03513.01","FALSE POSITIVE",8.480304281,7.46159,83114.6,0.235,65,7059.00,2.2100,3.946,7.631
"K03593.01","FALSE POSITIVE",117.6813778,12.7591,45362,0.433,45.43,6429.00,2.0790,3.899,12.112
"K03594.01","FALSE POSITIVE",17.72722648,4.1376,147144,0.381,35.18,6021.00,0.8950,4.520,15.556
"K07779.01","FALSE POSITIVE",1.71024931,2.833,98.6,0.508,1.2,6418.00,1.1710,4.395,15.761
"K03595.01","FALSE POSITIVE",100.40132734,9.7436,53781.9,0.436,26,5903.00,1.1000,4.353,15.017
"K03596.01","FALSE POSITIVE",11.320287875,4.82219,243413,0.526,59.23,6153.00,1.1270,4.302,16.756
"K03597.01","FALSE POSITIVE",1.219034103,2.4494,95697,0.455,40.46,5914.00,1.2710,4.217,14.371
"K03370.02","CONFIRMED",5.94228603,2.169,250,0.097,1.23,4891.00,0.8050,4.516,14.779
"K03372.01","CONFIRMED",26.7575866,5.858,455.3,0.407,2.28,6215.00,1.0520,4.440,15.420
"K03373.01","FALSE POSITIVE",57.0599992,7.463,66168,0.194,22.31,5931.00,0.8630,4.545,15.936
"K03438.01","CONFIRMED",14.5565618,4.554,103.8,0.031,1.08,6065.00,1.0610,4.452,13.710
"K01731.02","FALSE POSITIVE",0.837898153,2.104,268.9,0.071,1.26,4748.00,0.7970,4.526,15.720
"K07747.01","FALSE POSITIVE",0.603086711,1.0869,1242.8,1.251,36,6353.00,1.1340,4.397,13.989
"K03439.01","CONFIRMED",41.7084063,8.567,330,0.671,2.19,6434.00,1.1380,4.394,14.155
"K03440.01","CONFIRMED",33.0257179,6.032,507.1,0.044,2.21,5819.00,0.9900,4.468,15.606
"K03441.01","FALSE POSITIVE",25.366990665,5.9556,150581,0.86,56.02,6208.00,1.0240,4.454,15.538
"K03514.01","FALSE POSITIVE",428.32173928,40.5992,316995,0.531,49.76,5662.00,0.8060,4.532,14.173
"K03515.01","FALSE POSITIVE",82.137609997,6.11904,210772,1.221,197.85,6395.00,2.0120,3.904,12.261
"K07766.01","FALSE POSITIVE",3.06026014,2.545,59.9,0.675,0.83,5878.00,1.0100,4.426,14.255
"K03516.01","FALSE POSITIVE",24.0612744,19.9438,440146,0.461,83.77,6461.00,1.1380,4.338,14.158
"K03517.01","FALSE POSITIVE",66.36099916,20.0614,416737,0.486,61.42,5583.00,0.8570,4.463,15.327
"K03518.01","FALSE POSITIVE",8.939461148,6.19136,357832,0.558,153.32,6461.00,2.2250,3.846,14.002
"K03520.01","FALSE POSITIVE",135.58607679,5.54241,363134,0.549,89.83,6401.00,1.3010,4.324,13.674
"K03598.01","FALSE POSITIVE",18.79862195,7.4782,380204,0.524,55.07,5334.00,0.7960,4.585,17.628
"K03599.01","FALSE POSITIVE",6.30828538,2.48633,113526,0.69,29.34,5069.00,0.7800,4.524,16.515
"K03600.01","FALSE POSITIVE",4.80912667,7.9331,134093,0.471,44.3,6462.00,1.1660,4.371,14.038
"K03601.01","FALSE POSITIVE",2.33211505,2.96723,105949,1.747,140.22,6384.00,1.0940,4.348,14.087
"K01875.02","CONFIRMED",0.53835407,1.5045,190.2,0.334,1.67,5539.00,1.2070,4.244,14.498
"K03602.01","FALSE POSITIVE",249.36211832,8.3559,35830.4,1.17,48.69,5940.00,1.0200,4.352,13.867
"K07736.01","FALSE POSITIVE",0.664727127,1.561,16.2,0.382,0.46,6143.00,1.1160,4.344,12.879
"K03374.01","CONFIRMED",9.5084871,4.372,97.9,0.143,1.65,6144.00,1.6680,4.106,14.440
"K03375.01","CONFIRMED",47.0563327,4.807,762,0.361,2.57,5889.00,0.9240,4.492,15.695
"K03443.01","CONFIRMED",96.169569,7.496,894.5,0.049,2.07,5340.00,0.7020,4.633,15.796
"K07748.01","FALSE POSITIVE",1.55090374,3.028,11.3,0.817,1.11,7612.00,2.9680,3.787,11.626
"K03445.01","CONFIRMED",82.303914,15.404,737,0.859,4.47,5602.00,1.4250,4.130,15.654
"K03521.01","FALSE POSITIVE",131.97827736,7.14981,345935,0.58,147.83,4916.00,2.1820,3.717,14.313
"K07768.01","FALSE POSITIVE",0.789171236,1.734,73.4,0.417,0.69,4776.00,0.8110,4.516,15.352
"K01806.02","CONFIRMED",17.9346606,6.25,142.7,0.976,2.8,6426.00,1.7750,4.013,13.474
"K03522.01","FALSE POSITIVE",241.07074582,9.88863,70291.7,0.418,76.53,9414.00,2.7770,3.883,10.656
"K03523.01","FALSE POSITIVE",106.17593813,10.4168,164738,0.718,54.91,6038.00,1.1410,4.254,13.742
"K03524.01","FALSE POSITIVE",184.6467208,18.9869,410274,0.492,72.8,5713.00,1.0230,4.414,15.603
"K03525.01","FALSE POSITIVE",6.282033445,8.3777,181787,1.777,144.85,6074.00,0.9760,4.450,14.118
"K03603.01","FALSE POSITIVE",5.519188936,7.1351,217073,0.459,43.06,5324.00,0.8970,4.439,16.117
"K03604.01","FALSE POSITIVE",4.818863794,6.2625,65936.5,0.486,51.32,6313.00,1.9350,3.936,14.550
"K03605.01","FALSE POSITIVE",178.26802035,5.86461,45753.9,1.135,34.07,5126.00,0.6960,4.578,14.160
"K03606.01","FALSE POSITIVE",2.181555909,4.41739,85406.9,1.261,91.3,6584.00,1.2460,4.331,14.182
"K03607.01","FALSE POSITIVE",0.895276162,3.0518,319082,0.618,172.25,5242.00,2.5500,3.631,16.397
"K03608.01","FALSE POSITIVE",244.83274973,4.37001,40206,1.047,38.3,6105.00,0.9930,4.443,13.556
