kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_steff,koi_srad,koi_slogg,koi_kepmag
"K00752.01","CONFIRMED",9.48803557,2.9575,615.8,0.146,2.26,5455.00,0.9270,4.467,15.347
"K00752.02","CONFIRMED",54.4183827,4.507,874.8,0.586,2.83,5455.00,0.9270,4.467,15.347
"K00754.01","FALSE POSITIVE",1.736952453,2.40641,8079.2,1.276,33.46,5805.00,0.7910,4.564,15.597
"K00755.01","CONFIRMED",2.525591777,1.6545,603.3,0.701,2.75,6031.00,1.0460,4.438,15.509
"K00756.01","CONFIRMED",11.09432054,4.5945,1517.5,0.538,3.9,6046.00,0.9720,4.486,15.714
"K00756.02","CONFIRMED",4.13443512,3.1402,686,0.762,2.77,6046.00,0.9720,4.486,15.714
"K00756.03","CONFIRMED",2.56658897,2.429,226.5,0.755,1.59,6046.00,0.9720,4.486,15.714
"K00114.01","FALSE POSITIVE",7.36178958,5.022,233.7,1.169,39.21,6227.00,1.9580,3.986,12.660
"K00757.01","CONFIRMED",16.06864674,3.5347,4914.3,0.052,5.76,5031.00,0.8480,4.485,15.841
"K00001.01","CONFIRMED",2.470613377,1.74319,14230.9,0.818,13.04,5820.00,0.9640,4.457,11.338
"K00002.01","CONFIRMED",2.204735417,3.88864,6674.7,0.224,16.1,6440.00,1.9520,4.019,10.463
"K00010.01","CONFIRMED",3.522498429,3.19843,9145.7,0.631,14.59,6225.00,1.4510,4.169,13.563
"K00112.02","CONFIRMED",3.709214104,2.6302,131.1,0.051,1.16,5833.00,1.0220,4.407,12.772
"K00742.01","FALSE POSITIVE",11.521446064,3.6399,17984.3,2.483,150.51,5795.00,0.8480,4.554,15.472
"K00743.01","FALSE POSITIVE",19.40393776,12.2155,8918.7,0.804,7.18,5043.00,0.6800,4.591,15.487
"K00744.01","FALSE POSITIVE",19.221388942,4.79843,74284,1.065,49.29,6117.00,0.9470,4.496,15.341
"K00745.01","FALSE POSITIVE",16.46983774,9.4378,10478.9,0.292,7.94,5152.00,0.7860,4.517,15.788
"K00746.01","CONFIRMED",9.27358173,3.2875,1288.3,0.387,2.47,4856.00,0.6960,4.583,15.302
"K00747.01","CONFIRMED",6.02930329,1.5821,1912.7,0.258,2.85,4537.00,0.6720,4.648,15.784
"K00748.01","FALSE POSITIVE",2.696370652,3.6129,397.9,0.044,1.58,4989.00,0.8190,4.504,15.269
"K00749.01","CONFIRMED",5.349553819,3.0278,831,0.092,2.55,5185.00,0.9100,4.440,15.416
"K00749.02","CONFIRMED",3.94105221,2.5984,363.3,0.226,1.7,5185.00,0.9100,4.440,15.416
"K00749.03","CONFIRMED",8.10904807,3.596,217.4,0.025,1.3,5185.00,0.9100,4.440,15.416
"K00113.01","FALSE POSITIVE",386.6030528,6.8057,24926.6,0.9765,41.5,5543.00,1.5800,4.081,12.394
"K00750.01","CONFIRMED",21.67699193,3.4555,857.2,0.896,2.95,4954.00,0.8280,4.500,15.377
"K00751.01","CONFIRMED",4.99677968,2.1717,934.7,0.71,2.78,5339.00,0.8470,4.552,15.861
"K00769.01","CONFIRMED",4.280963604,2.875,750.8,0.424,2.3,5644.00,0.8310,4.564,15.356
"K00770.01","FALSE POSITIVE",1.50635409,1.5155,2211.7,0.86,4.53,5714.00,0.8310,4.563,15.525
"K00771.01","FALSE POSITIVE",670.645531,53.412,18090.6,0.701,14.14,5520.00,0.9830,4.466,15.207
"K00772.01","FALSE POSITIVE",61.2563628,7.633,5123.3,1.248,39.87,6144.00,1.0910,4.402,15.250
"K00773.01","CONFIRMED",38.3775486,5.588,724.2,0.468,2.82,5481.00,1.0360,4.369,15.172
"K00757.02","CONFIRMED",41.19725502,4.6297,2213.9,0.045,3.86,5031.00,0.8480,4.485,15.841
"K00757.03","CONFIRMED",6.252962249,2.5819,1036.9,0.105,2.65,5031.00,0.8480,4.485,15.841
"K00758.01","CONFIRMED",16.01308419,3.2554,1121.9,0.799,3.1,5015.00,0.8260,4.499,15.390
"K00759.01","CONFIRMED",32.62876672,4.7971,1804.8,0.021,3.36,5586.00,0.7980,4.560,15.082
"K00759.02","CONFIRMED",91.7732862,6.473,652,0.606,2.12,5586.00,0.7980,4.560,15.082
"K00760.01","CONFIRMED",4.959319244,2.22739,9802,0.831,12.21,5712.00,1.0820,4.359,15.263
"K00761.01","FALSE POSITIVE",2.701287801,3.3827,860.4,1.016,6.54,5550.00,0.9100,4.468,15.540
"K00762.01","CONFIRMED",4.49876511,3.7362,460,0.312,2.1,6075.00,0.9690,4.486,15.395
"K00763.01","FALSE POSITIVE",19.651209505,5.2514,11766.3,0.723,12.42,6074.00,1.0630,4.391,15.536
"K00115.01","CONFIRMED",5.412203927,2.9472,601.6,0.787,2.94,5779.00,1.0870,4.339,12.791
"K00764.01","CONFIRMED",41.43958662,10.5989,2793.1,0.355,5.5,5468.00,1.0460,4.367,15.400
"K00765.01","CONFIRMED",8.35389523,2.2514,1041.6,0.023,2.52,5592.00,0.7870,4.582,15.317
"K00766.01","CONFIRMED",4.125543472,3.1744,1487.3,0.597,4.43,6174.00,1.1030,4.417,15.506
"K00767.01","CONFIRMED",2.816504904,2.50587,16813.7,0.105,12.21,5532.00,0.9550,4.452,15.052
"K00768.01","FALSE POSITIVE",33.93373447,14.561,8503.7,0.812,7.34,5040.00,0.7050,4.628,15.716
"K00786.01","CONFIRMED",3.689920099,2.6557,426.7,0.151,1.89,5880.00,0.9170,4.518,15.242
"K00787.01","CONFIRMED",4.431238488,3.15,1010.9,0.405,3.25,5714.00,1.0150,4.428,15.367
"K00787.02","CONFIRMED",11.37936986,2.6255,1023.5,0.911,3.95,5714.00,1.0150,4.428,15.367
"K00788.01","CONFIRMED",26.39432897,3.573,1510.9,0.602,3.07,5129.00,0.7630,4.595,15.234
"K00116.01","CONFIRMED",13.57078281,3.3539,511.7,0.866,2.64,5854.00,1.0120,4.406,12.882
"K00115.02","CONFIRMED",7.12594387,3.0014,192.4,0.898,1.79,5779.00,1.0870,4.339,12.791
"K00774.01","FALSE POSITIVE",7.442652004,2.3078,24446.2,0.137,15.03,6108.00,0.9560,4.469,15.270
"K00775.01","CONFIRMED",16.38489988,3.0249,1127.1,0.001,2,4126.00,0.6150,4.661,15.095
"K00775.02","CONFIRMED",7.8774163,2.0805,1306.1,0.041,2.16,4126.00,0.6150,4.661,15.095
"K00775.03","CONFIRMED",36.4454001,4.007,1122.3,0.028,1.99,4126.00,0.6150,4.661,15.095
"K00776.01","CONFIRMED",3.728732147,2.683,5226.5,0.558,6.02,5497.00,0.8090,4.577,15.523
"K00778.01","CONFIRMED",2.243380573,1.1196,821.7,0.915,1.99,4149.00,0.5640,4.698,15.135
"K00779.01","FALSE POSITIVE",10.405998015,6.5036,14488.8,0.324,11.23,5746.00,0.9240,4.393,15.562
"K00780.01","CONFIRMED",2.337437946,1.9982,971.2,0.28,2.34,5005.00,0.7650,4.595,15.334
"K00781.01","CONFIRMED",11.59822233,2.5237,2804.5,0.679,2.65,3688.00,0.4730,4.790,15.937
"K00782.01","CONFIRMED",6.575315881,4.3084,2793.3,0.39,5.31,5992.00,0.9890,4.415,15.312
"K00783.01","CONFIRMED",7.275040844,7.5377,3001,0.547,4.86,5485.00,0.8670,4.556,15.080
"K00784.01","CONFIRMED",19.27153892,2.7594,1219.8,0.031,1.93,4077.00,0.5600,4.702,15.385
"K00784.02","CONFIRMED",10.06524317,1.369,1053.3,0.628,1.91,4077.00,0.5600,4.702,15.385
"K00785.01","CONFIRMED",12.3935651,3.8896,916.6,0.883,2.66,5557.00,0.7500,4.603,15.505
"K00116.02","CONFIRMED",43.84439721,6.802,615.2,0.852,2.87,5854.00,1.0120,4.406,12.882
"K00798.01","FALSE POSITIVE",3.341913228,3.813,725.3,1.213,21.55,5295.00,0.8110,4.551,15.629
"K00799.01","FALSE POSITIVE",1.626630225,2.1145,1620.6,1.26,32.43,5735.00,0.9730,4.410,15.279
"K00800.01","CONFIRMED",2.711504086,3.0099,837.5,0.023,3.12,6214.00,1.0760,4.442,15.541
"K00800.02","CONFIRMED",7.21203748,4.0491,950.4,0.012,3.32,6214.00,1.0760,4.442,15.541
"K00789.01","FALSE POSITIVE",14.1798187,2.505,459.9,0.1601,1.88,5799.00,0.8780,4.539,15.727
"K00790.01","CONFIRMED",8.47237911,2.7245,1123.5,0.022,2.59,5354.00,0.7880,4.587,15.339
"K00790.02","CONFIRMED",60.4189369,5.039,931.3,0.094,2.36,5354.00,0.7880,4.587,15.339
"K00791.01","CONFIRMED",12.611904345,5.1497,6105.6,0.55,7.4,5795.00,0.9190,4.508,15.140
"K00792.01","FALSE POSITIVE",1.433769925,1.8868,1976.3,1.268,46.58,6017.00,1.3390,4.220,15.122
"K00793.01","FALSE POSITIVE",10.31872301,3.836,871.7,1.215,28.59,5927.00,1.0600,4.409,15.065
"K00794.01","CONFIRMED",2.539183147,2.4282,382.1,0.238,2.06,5519.00,1.0620,4.350,15.026
"K00795.01","CONFIRMED",6.770300385,2.0844,1304,0.838,2.77,5653.00,0.6790,4.656,15.591
"K00796.01","FALSE POSITIVE",0.444291966,2.0792,10967.4,1.258,27.51,5255.00,0.6360,4.678,15.748
"K00812.02","CONFIRMED",20.06036336,3.3203,1494.7,0.556,1.96,3950.00,0.4930,4.754,15.954
"K00812.03","CONFIRMED",46.1842039,4.758,1394.7,0.013,1.83,3950.00,0.4930,4.754,15.954
"K00116.04","CONFIRMED",23.9800854,5.351,104,0.95,1.31,5854.00,1.0120,4.406,12.882
"K00812.04","CONFIRMED",7.82502168,2.186,520.8,0.708,1.2,3950.00,0.4930,4.754,15.954
"K00813.01","CONFIRMED",3.895936525,2.3111,8544.8,0.524,7.34,5557.00,0.7740,4.592,15.725
"K00814.01","CONFIRMED",22.36646466,5.228,986.8,0.4,2.32,5395.00,0.7340,4.615,15.583
"K00801.01","CONFIRMED",1.625522174,2.38963,7969,0.076,9.73,5539.00,1.1060,4.322,15.001
"K00803.01","FALSE POSITIVE",7.544039,6.222,322.6,1.175,17.47,5657.00,0.8240,4.567,15.559
"K00804.01","CONFIRMED",9.02930689,3.1449,1019.8,0.024,2.57,5349.00,0.8200,4.526,15.387
"K00805.01","FALSE POSITIVE",10.328035714,7.7915,16917.7,0.281,13.28,5627.00,1.0240,4.359,15.646
"K00806.01","CONFIRMED",143.2063047,8.9302,10565.7,0.379,8.9,5485.00,0.8670,4.556,15.403
"K00116.03","CONFIRMED",6.164876,3.262,55.8,0.646,0.79,5854.00,1.0120,4.406,12.882
"K00806.02","CONFIRMED",60.32494216,6.6188,20280.4,0.224,12.19,5485.00,0.8670,4.556,15.403
"K00806.03","CONFIRMED",29.1598615,4.803,488,0.3619,1.91,5485.00,0.8670,4.556,15.403
"K00807.01","FALSE POSITIVE",1.540397253,2.1541,816.1,1.225,25.69,5663.00,0.9150,4.530,15.974
"K00808.01","FALSE POSITIVE",2.99025443,5.414,589.2,0.014,1.7,4667.00,0.7310,4.578,15.842
"K00809.01","CONFIRMED",1.594745374,1.9604,15044.5,0.514,11.3,5934.00,0.8930,4.491,15.530
"K00810.01","CONFIRMED",4.783002698,2.335,1008.7,0.003,2.5,5170.00,0.8070,4.574,15.119
"K00811.01","CONFIRMED",20.50588921,4.0595,2105.5,0.26,3.41,4905.00,0.7610,4.544,15.398
"K00812.01","CONFIRMED",3.340218842,1.9104,1632.6,0.466,2.03,3950.00,0.4930,4.754,15.954
"K00828.01","FALSE POSITIVE",2.507089906,2.0067,1339.2,1.255,30.26,5926.00,0.9390,4.506,15.555
"K00829.01","CONFIRMED",18.64932728,4.4056,893.6,0.08,3.12,5775.00,1.0530,4.405,15.386
"K00117.02","CONFIRMED",4.90144976,4.1654,140.7,0.529,1.7,5847.00,1.4020,4.191,12.487
"K00829.02","CONFIRMED",9.75192101,4.793,418,0.949,2.76,5775.00,1.0530,4.405,15.386
"K00829.03","CONFIRMED",38.5576546,5.794,993,0.911,4.02,5775.00,1.0530,4.405,15.386
"K00830.01","CONFIRMED",3.525632539,2.59959,22335,0.12,11.58,5150.00,0.7930,4.572,15.224
"K00816.01","CONFIRMED",7.748094239,3.5957,2472.1,0.517,5.52,5973.00,1.0850,4.439,15.670
"K00817.01","CONFIRMED",23.96793669,3.827,1182.3,0.416,1.8,3747.00,0.5240,4.728,15.414
"K00817.02","CONFIRMED",8.29561738,1.3421,824.3,0.888,1.82,3747.00,0.5240,4.728,15.414
"K00818.01","CONFIRMED",8.11437482,2.2736,1558,0.573,2.1,3692.00,0.5170,4.753,15.877
"K00819.01","FALSE POSITIVE",38.036729482,4.34617,82871.6,0.501,27.5,5575.00,0.9320,4.521,15.472
"K00011.01","FALSE POSITIVE",3.747838198,5.0642,616,1.121,13.65,5514.00,0.8260,4.569,13.496
"K00117.01","CONFIRMED",14.74914825,6.0995,430.2,0.173,2.89,5847.00,1.4020,4.191,12.487
"K00821.01","CONFIRMED",21.81295996,4.3791,1175.4,0.053,3.38,5601.00,0.9990,4.410,15.540
"K00822.01","FALSE POSITIVE",7.91936937,3.3148,15148.1,0.733,10.34,5690.00,0.7760,4.588,15.805
"K00824.01","CONFIRMED",15.37562369,3.3169,15337,0.692,11.01,4986.00,0.8330,4.496,16.422
"K00825.01","CONFIRMED",8.10363271,3.161,887.9,0.047,2.11,4861.00,0.7320,4.574,15.289
"K00825.02","CONFIRMED",4.71510843,2.506,417.5,0.258,1.46,4861.00,0.7320,4.574,15.289
"K00826.01","CONFIRMED",6.365839713,2.9721,780.7,0.524,2.44,5776.00,0.8490,4.554,15.090
"K00827.01","FALSE POSITIVE",5.97581754,3.065,962.4,0.941,3.86,6108.00,0.9970,4.471,15.546
"K00839.01","FALSE POSITIVE",2.446737317,4.7211,1177.9,1.241,26.25,5764.00,0.8630,4.548,15.021
"K00840.01","CONFIRMED",3.04033046,1.8411,10858.8,0.736,8.99,5035.00,0.7910,4.519,15.028
"K00841.01","CONFIRMED",15.33528675,3.897,3081.4,0.773,5,5251.00,0.8170,4.581,15.855
"K00117.04","CONFIRMED",7.95825328,4.377,50,0.706,1.06,5847.00,1.4020,4.191,12.487
"K00841.02","CONFIRMED",31.33046135,5.176,5073.8,0.798,6.5,5251.00,0.8170,4.581,15.855
"K00831.01","FALSE POSITIVE",3.9043425,3.831,16228.4,0.709,12.28,5810.00,0.8980,4.526,15.016
"K00832.01","FALSE POSITIVE",9.286358079,3.49949,44791.4,0.377,17.61,5670.00,0.8210,4.523,15.365
"K00833.01","FALSE POSITIVE",3.951405455,2.1862,2453.9,1.276,31.44,6046.00,0.8690,4.539,15.446
"K00834.01","CONFIRMED",23.65369415,8.2183,3341.8,0.008,7.89,5739.00,1.3840,4.191,15.084
"K00834.02","CONFIRMED",13.23352214,6.7372,504.6,0.014,3.06,5739.00,1.3840,4.191,15.084
"K00834.03","CONFIRMED",6.15560285,4.9843,285,0.235,2.32,5739.00,1.3840,4.191,15.084
"K00834.04","CONFIRMED",2.090811305,3.388,115.9,0.746,1.62,5739.00,1.3840,4.191,15.084
"K00117.03","CONFIRMED",3.180027898,3.5797,120.3,0.196,1.53,5847.00,1.4020,4.191,12.487
"K00834.05","CONFIRMED",50.4467417,7.159,370.3,0.379,2.67,5739.00,1.3840,4.191,15.084
"K00835.01","CONFIRMED",11.76307164,2.9076,1037.3,0.048,2.35,4959.00,0.7560,4.603,15.208
"K00835.02","CONFIRMED",56.2279271,3.57,862.7,0.7,2.37,4959.00,0.7560,4.603,15.208
"K00836.01","FALSE POSITIVE",2.384052875,3.0918,1268.1,1.178,17.06,4794.00,0.7010,4.580,15.836
"K00837.01","CONFIRMED",7.953547,2.6312,875.4,0.3,2.25,4768.00,0.7790,4.536,15.660
"K00837.02","CONFIRMED",4.14451656,2.3421,391.8,0.004,1.48,4768.00,0.7790,4.536,15.660
"K00838.01","FALSE POSITIVE",4.859386384,2.2757,6044.3,1.259,38.33,6072.00,0.9880,4.470,15.311
"K00850.01","CONFIRMED",10.526294577,2.5211,9768,0.644,8.24,5386.00,0.7930,4.553,15.305
"K00851.01","CONFIRMED",4.583520948,2.7055,3812.1,0.045,5.39,5815.00,0.8770,4.540,15.287
"K00852.01","CONFIRMED",3.76181843,3.5176,510.6,0.926,2.66,5653.00,0.9490,4.472,15.257
"K00853.01","CONFIRMED",8.20396958,2.9667,1024.4,0.823,3.01,5015.00,0.8260,4.499,15.376
"K00853.02","CONFIRMED",14.49645186,4.016,647.5,0.97,3.01,5015.00,0.8260,4.499,15.376
"K00841.03","CONFIRMED",6.54626149,2.75,655.9,0.644,2.19,5251.00,0.8170,4.581,15.855
"K00842.01","CONFIRMED",12.71809866,3.0957,1149.4,0.427,2.31,4702.00,0.6860,4.592,15.389
"K00842.02","CONFIRMED",36.06588163,4.3246,1563.8,0.26,2.64,4702.00,0.6860,4.592,15.389
"K00843.01","CONFIRMED",4.190425659,2.8589,2877.4,0.458,6.21,6073.00,1.1350,4.392,15.270
"K00844.01","CONFIRMED",3.709870784,3.0694,2020.3,0.023,4.35,5727.00,0.9780,4.463,15.581
"K00845.01","CONFIRMED",16.3297527,6.271,1187.5,0.791,3.75,5878.00,0.9870,4.444,15.447
"K00846.01","CONFIRMED",27.807566216,4.21587,25391.1,0.782,13.84,5862.00,0.7850,4.584,15.482
"K00847.01","CONFIRMED",80.8723469,11.195,3604.6,0.527,7.59,5510.00,1.2380,4.222,15.201
"K00848.01","FALSE POSITIVE",3.166465862,2.9381,4357.2,1.266,26.82,4968.00,0.7040,4.575,15.999
"K00118.01","CONFIRMED",24.99324319,5.9409,269.6,0.686,2.29,5718.00,1.3170,4.181,12.377
"K00849.01","CONFIRMED",10.35533116,3.1775,750.6,0.029,2.47,5501.00,0.9180,4.462,15.018
"K00867.01","CONFIRMED",16.08518937,3.984,1442.4,0.867,3.68,5239.00,0.8260,4.523,15.219
"K00869.01","CONFIRMED",7.49018305,2.7297,1123.6,0.02,2.56,5103.00,0.7870,4.562,15.599
"K00869.02","CONFIRMED",36.2761238,4.7865,1572.6,0.035,3.03,5103.00,0.7870,4.562,15.599
"K00869.03","CONFIRMED",17.46087931,2.2641,812.4,0.594,2.32,5103.00,0.7870,4.562,15.599
"K00854.01","CONFIRMED",56.0560754,4.685,1626,0.018,1.94,3593.00,0.4910,4.757,15.849
"K00855.01","CONFIRMED",41.408316686,5.0264,22838.9,0.377,11.38,5522.00,0.7470,4.586,15.196
"K00857.01","CONFIRMED",5.715425977,2.5242,908.1,0.348,2.47,5237.00,0.8260,4.572,15.086
"K00119.01","CONFIRMED",49.18394185,11.3364,1646.2,0.035,8.2,5626.00,2.0570,3.907,12.654
"K00857.02","CONFIRMED",20.0261412,1.611,421.2,0.957,2.28,5237.00,0.8260,4.572,15.086
"K00859.01","FALSE POSITIVE",10.44331991,2.743,1159.8,0.23,2.66,4947.00,0.8020,4.516,15.546
"K00861.01","CONFIRMED",2.237489571,1.8119,315.8,0.128,1.41,5265.00,0.8100,4.580,15.001
"K00862.01","FALSE POSITIVE",5.851520671,3.11058,33003.6,0.211,14.62,5532.00,0.8060,4.530,15.330
"K00863.01","CONFIRMED",3.167893418,2.1814,781.2,0.026,2.62,5895.00,0.9400,4.503,15.533
"K00864.01","CONFIRMED",4.311780262,2.7251,1154,0.196,3.11,5527.00,0.9270,4.484,15.604
"K00864.02","CONFIRMED",20.0504494,4.556,840.9,0.383,2.69,5527.00,0.9270,4.484,15.604
"K00864.03","CONFIRMED",9.76734503,1.6585,569.1,0.9,2.67,5527.00,0.9270,4.484,15.604
"K00119.02","CONFIRMED",190.3200468,15.284,1141.7,0.812,7.78,5626.00,2.0570,3.907,12.654
"K00866.01","FALSE POSITIVE",2.861159894,1.8832,1014.3,0.965,4.37,6126.00,1.0210,4.458,15.618
"K00880.01","CONFIRMED",26.44439337,3.9783,1843.5,0.03,3.91,5427.00,0.9290,4.463,15.158
"K00880.02","CONFIRMED",51.53997972,6.3994,3644.3,0.183,5.51,5427.00,0.9290,4.463,15.158
"K00880.03","CONFIRMED",5.902245782,2.9003,702.3,0.209,2.43,5427.00,0.9290,4.463,15.158
"K00880.04","CONFIRMED",2.382951591,1.8876,391.6,0.479,1.86,5427.00,0.9290,4.463,15.158
"K00881.01","CONFIRMED",21.02250608,4.1072,1772.5,0.036,3.07,5067.00,0.7500,4.585,15.859
"K00869.04","CONFIRMED",3.219814777,2.0642,488.2,0.06,1.69,5103.00,0.7870,4.562,15.599
"K00870.01","CONFIRMED",5.912273234,2.3254,961.4,0.17,1.73,4072.00,0.5700,4.696,15.036
"K00870.02","CONFIRMED",8.98581901,2.8606,881.3,0.008,1.65,4072.00,0.5700,4.696,15.036
"K00120.01","FALSE POSITIVE",20.5452375,2.517,218.5,0.95,2.41,5670.00,1.2640,4.206,12.003
"K00872.01","CONFIRMED",33.60123371,4.4056,7425.9,0.67,8.46,5149.00,0.9300,4.447,15.262
"K00872.02","CONFIRMED",6.76652928,2.9004,450.7,0.429,1.97,5149.00,0.9300,4.447,15.262
"K00873.01","CONFIRMED",4.347288783,2.1024,451.6,0.025,2.36,5754.00,1.1220,4.345,15.024
"K00874.01","CONFIRMED",4.601811819,2.2607,755.9,0.567,2.35,4986.00,0.8330,4.496,15.024
"K00874.02","CONFIRMED",11.18719905,3.252,353.6,0.387,1.55,4986.00,0.8330,4.496,15.024
"K00875.01","CONFIRMED",4.220965778,3.0854,2260,0.705,2.62,3837.00,0.5170,4.747,15.692
"K00876.01","FALSE POSITIVE",6.998099523,2.0488,20285,7.361,588.66,5612.00,0.8290,4.566,15.877
"K00877.01","CONFIRMED",5.95489993,2.3892,1410.7,0.327,2.33,4261.00,0.6330,4.641,15.019
"K00877.02","CONFIRMED",12.03987488,2.7363,1250.6,0.286,2.18,4261.00,0.6330,4.641,15.019
"K00877.03","CONFIRMED",20.83762895,2.3734,439,0.706,1.42,4261.00,0.6330,4.641,15.019
"K00121.01","FALSE POSITIVE",8.8111022,5.0683,401.1,1.223,63.66,6200.00,2.4040,3.800,12.759
"K00878.01","CONFIRMED",23.58917143,5.073,1200.7,0.926,3.16,4919.00,0.7210,4.566,15.316
"K00123.01","CONFIRMED",6.481633073,3.784,298.5,0.833,2.54,5945.00,1.3020,4.213,12.365
"K00892.01","CONFIRMED",10.37168928,3.035,1254.9,0.537,3.2,5121.00,0.8880,4.457,15.193
"K00892.02","CONFIRMED",3.96996298,1.1757,299.2,0.836,1.78,5121.00,0.8880,4.457,15.193
"K00893.01","CONFIRMED",4.40841331,5.012,549.4,0.899,2.66,6007.00,0.9610,4.457,15.662
"K00894.01","FALSE POSITIVE",7.9426176,6.703,1590.7,0.942,4.68,5811.00,0.9260,4.521,15.260
"K00881.02","CONFIRMED",226.8904775,7.558,3136.4,0.731,4.53,5067.00,0.7500,4.585,15.859
"K00882.01","FALSE POSITIVE",1.956811408,2.1958,24905,1.091,21.58,5209.00,0.6030,4.657,15.533
"K00884.01","CONFIRMED",9.439459486,2.8979,3036.1,0.049,4.16,5097.00,0.7790,4.597,15.067
"K00122.01","CONFIRMED",11.523067458,3.8757,507.3,0,3.13,5644.00,1.4110,4.162,12.346
"K00884.02","CONFIRMED",20.47748843,2.8364,1382.4,0.497,2.92,5097.00,0.7790,4.597,15.067
"K00884.03","CONFIRMED",3.336123113,1.9616,516.3,0.252,1.74,5097.00,0.7790,4.597,15.067
"K00886.01","CONFIRMED",8.01078456,2.312,1333.6,0.192,1.72,3713.00,0.4700,4.779,15.847
"K00886.02","CONFIRMED",12.07134205,4.3224,759.2,0.014,1.29,3713.00,0.4700,4.779,15.847
"K00886.03","CONFIRMED",20.99587872,2.6333,767.3,0.228,1.3,3713.00,0.4700,4.779,15.847
"K00887.01","CONFIRMED",7.41113177,2.5242,620.5,0.712,2.45,5849.00,0.9190,4.517,15.031
"K00888.01","FALSE POSITIVE",1.000747038,0.9967,1823.5,0.908,4.14,5472.00,0.7900,4.499,15.419
"K00889.01","CONFIRMED",8.884922995,2.07004,16053.4,0.069,10.51,5332.00,0.8430,4.500,15.264
"K00890.01","CONFIRMED",8.09888906,4.20241,6911.1,0.018,8.95,6214.00,1.0760,4.442,15.261
"K00891.01","CONFIRMED",10.00653012,5.344,936.1,0.862,3.52,6063.00,1.0010,4.470,15.063
"K00012.01","CONFIRMED",17.855221681,7.41287,9065.2,0.075,13.16,6823.00,1.3670,4.308,11.353
"K00903.01","CONFIRMED",5.007316661,4.2362,6932.3,0.344,6.96,5865.00,0.8270,4.563,15.813
"K00904.01","CONFIRMED",2.211116989,1.6485,724.2,0.69,1.85,4500.00,0.6460,4.656,15.791
"K00904.02","CONFIRMED",27.9541337,3.95,942.5,0.063,1.9,4500.00,0.6460,4.656,15.791
"K00124.01","CONFIRMED",12.69104387,3.7727,252.1,0.008,2.57,5869.00,1.6260,4.024,12.935
"K00895.01","FALSE POSITIVE",4.409409243,3.8636,12861,0.028,10.95,5600.00,0.9750,4.368,15.403
"K00896.01","CONFIRMED",16.23947096,4.0374,2590.7,0.043,4.14,5191.00,0.8370,4.564,15.258
"K00896.02","CONFIRMED",6.308201629,2.9785,1328.5,0.03,2.96,5191.00,0.8370,4.564,15.258
"K00897.01","CONFIRMED",2.052349884,2.0778,14280.6,0.437,13.12,5855.00,1.0800,4.393,15.257
"K00898.01","CONFIRMED",9.7704486,2.4517,1897.8,0.09,2.23,3906.00,0.5090,4.730,15.777
"K00898.02","CONFIRMED",5.169804269,2.153,1037.4,0.351,1.66,3906.00,0.5090,4.730,15.777
"K00123.02","CONFIRMED",21.22261195,6.5093,366,0.02,2.48,5945.00,1.3020,4.213,12.365
"K00898.03","CONFIRMED",20.09017037,4.154,1432.1,0.886,2.25,3906.00,0.5090,4.730,15.777
"K00899.01","CONFIRMED",7.11373257,2.1764,807.6,0.334,1.16,3561.00,0.4110,4.855,15.234
"K00899.02","CONFIRMED",3.306551643,1.8177,509.2,0.001,0.91,3561.00,0.4110,4.855,15.234
"K00899.03","CONFIRMED",15.36845737,2.4714,756.1,0.115,1.11,3561.00,0.4110,4.855,15.234
"K00900.01","CONFIRMED",13.81020318,3.048,1309.7,0.791,4.56,5942.00,1.1420,4.327,15.425
"K00911.01","CONFIRMED",4.093578461,2.5833,538.6,0.93,2.85,6077.00,0.9990,4.471,15.399
"K00911.02","CONFIRMED",105.145959,8.593,685.4,0.964,3.43,6077.00,0.9990,4.471,15.399
"K00912.01","CONFIRMED",10.8484518,2.9993,1675.6,0.21,2.34,4201.00,0.5910,4.682,15.058
"K00912.02","CONFIRMED",6.66833241,1.915,362.3,0.644,1.18,4201.00,0.5910,4.682,15.058
"K00913.01","CONFIRMED",4.082274889,3.23015,17859.2,0.093,10.55,5655.00,0.7940,4.581,15.198
"K00904.03","CONFIRMED",42.1406089,5.083,895.5,0.045,1.85,4500.00,0.6460,4.656,15.791
"K00904.04","CONFIRMED",4.617490562,2.2618,575.8,0.649,1.62,4500.00,0.6460,4.656,15.791
"K00904.05","CONFIRMED",10.19849255,2.4283,634.1,0.714,1.75,4500.00,0.6460,4.656,15.791
"K00905.01","FALSE POSITIVE",5.795063956,3.2496,1692.9,0.949,4.33,5865.00,0.8270,4.563,15.289
"K00906.01","CONFIRMED",7.15681552,2.5882,867,0.45,2.47,5029.00,0.8380,4.494,15.460
"K00906.02","CONFIRMED",17.64830851,2.0873,763.3,0.653,2.43,5029.00,0.8380,4.494,15.460
"K00906.03","CONFIRMED",4.14810719,2.535,175.2,0.093,1.08,5029.00,0.8380,4.494,15.460
"K00907.01","CONFIRMED",16.51410989,4.1575,973.5,0.395,2.72,5527.00,0.8660,4.488,15.223
"K00907.02","CONFIRMED",30.1329298,5.172,1015.8,0.839,3.14,5527.00,0.8660,4.488,15.223
"K00907.03","CONFIRMED",4.79090809,2.603,251.3,0.11,1.36,5527.00,0.8660,4.488,15.223
